topo|length|eval_time|snap_time|total_time
7018|5|1.551584243774414|1.1819779872894287|2.7335622310638428
7018|6|1.2931673526763916|1.0300376415252686|2.32320499420166
7018|11|1.5221376419067383|1.178370714187622|2.7005083560943604
7018|8|1.2912061214447021|1.1960935592651367|2.487299680709839
7018|7|1.3268616199493408|1.1754953861236572|2.502357006072998
7018|6|1.3339314460754395|1.0339272022247314|2.367858648300171
7018|8|1.0534391403198242|1.1796257495880127|2.233064889907837
7018|7|1.543010950088501|1.191098690032959|2.73410964012146
7018|9|1.0498909950256348|1.1871585845947266|2.2370495796203613
7018|8|1.541144609451294|1.342303991317749|2.883448600769043
7018|8|1.063770055770874|1.1871254444122314|2.2508955001831055
7018|4|1.3037137985229492|1.1990628242492676|2.502776622772217
7018|8|1.0680451393127441|1.1796672344207764|2.2477123737335205
7018|7|1.5712103843688965|1.1812655925750732|2.7524759769439697
7018|7|1.3108243942260742|1.1689403057098389|2.479764699935913
7018|7|1.573237657546997|1.1731772422790527|2.74641489982605
7018|6|1.5506274700164795|1.1854972839355469|2.7361247539520264
7018|7|1.5475194454193115|1.3306124210357666|2.878131866455078
7018|8|1.312462329864502|1.1847798824310303|2.4972422122955322
7018|8|1.541712999343872|1.3333995342254639|2.875112533569336
7018|9|1.2983627319335938|1.19171142578125|2.4900741577148438
7018|8|1.5359241962432861|1.2057840824127197|2.741708278656006
7018|6|1.6241061687469482|1.1676697731018066|2.791775941848755
7018|8|1.5395777225494385|1.3310976028442383|2.8706753253936768
7018|9|1.5962340831756592|1.3851892948150635|2.9814233779907227
7018|8|1.3083536624908447|1.192046880722046|2.5004005432128906
7018|7|1.3189349174499512|1.1912477016448975|2.5101826190948486
7018|8|1.5119290351867676|1.1714963912963867|2.6834254264831543
7018|6|1.2993171215057373|1.1867060661315918|2.486023187637329
7018|8|1.3103225231170654|1.1864819526672363|2.4968044757843018
7018|9|1.3096625804901123|1.182800054550171|2.492462635040283
7018|11|1.3527889251708984|1.323547124862671|2.6763360500335693
7018|6|1.5321476459503174|1.1594982147216797|2.691645860671997
7018|7|1.309856653213501|1.1840333938598633|2.4938900470733643
7018|10|1.5194628238677979|1.1957588195800781|2.715221643447876
7018|6|1.3426790237426758|1.1735434532165527|2.5162224769592285
7018|8|1.293403148651123|1.1963536739349365|2.4897568225860596
7018|9|1.2834649085998535|1.1879985332489014|2.471463441848755
7018|10|1.305109977722168|1.1928536891937256|2.4979636669158936
7018|7|1.0856778621673584|1.1694178581237793|2.2550957202911377
7018|6|1.9045674800872803|1.1733715534210205|3.077939033508301
7018|4|1.0722811222076416|1.2024385929107666|2.274719715118408
7018|9|1.5385205745697021|2.0129780769348145|3.5514986515045166
7018|4|1.5173933506011963|1.1891005039215088|2.706493854522705
7018|8|1.3282229900360107|1.1726555824279785|2.5008785724639893
7018|8|1.0515000820159912|1.1929514408111572|2.2444515228271484
7018|7|1.3031940460205078|1.0181801319122314|2.3213741779327393
7018|9|1.563791036605835|1.1973485946655273|2.7611396312713623
7018|9|1.2991046905517578|1.1878504753112793|2.486955165863037
7018|9|1.2855758666992188|1.2008905410766602|2.486466407775879
7018|9|1.0691699981689453|1.1928653717041016|2.262035369873047
7018|7|1.5466077327728271|1.1760003566741943|2.7226080894470215
7018|5|1.5390145778656006|1.2235381603240967|2.7625527381896973
7018|8|0.8149354457855225|1.3371856212615967|2.152121067047119
7018|10|1.5128638744354248|1.1703052520751953|2.68316912651062
7018|7|1.5488369464874268|1.1615135669708252|2.710350513458252
7018|6|1.1019742488861084|1.1937272548675537|2.295701503753662
7018|9|1.3033742904663086|1.1847293376922607|2.4881036281585693
7018|7|1.571129322052002|1.3361482620239258|2.9072775840759277
7018|10|1.061025857925415|1.1921145915985107|2.253140449523926
7018|7|1.5326383113861084|1.1838138103485107|2.716452121734619
